Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Telephone;Web;Mail;Segpa;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Type_contrat_prive;code_nature;Code_type_contrat_prive
0620130E;Collège des Marches de l'Artois;Collège;Public;03 21 51 95 30;https://college-des-marches-de-lartois-marquion.62.ac-lille.fr/;ce.0620130e@ac-lille.fr;1;0;0;0;SANS OBJET;340;99
0622866D;Collège Jacques Prévert;Collège;Public;03 21 04 60 45;https://college-jacques-prevert-heuchin.62.ac-lille.fr/;ce.0622866d@ac-lille.fr;0;0;0;0;SANS OBJET;340;99
0941029H;Collège Jules Vallès;Collège;Public;01 43 91 61 10;https://jules-valles-vitry-sur-seine.moncollege.valdemarne.fr/;ce.0941029h@ac-creteil.fr;0;0;0;0;SANS OBJET;340;99
0941234F;Collège Jules Ferry;Collège;Public;01 45 97 79 40;https://jules-ferry-villeneuve-le-roi.moncollege.valdemarne.fr/;ce.0941234f@ac-creteil.fr;0;0;0;0;SANS OBJET;340;99
0941033M;Collège Jean Perrin;Collège;Public;01 46 58 05 83;https://jean-perrin-vitry-sur-seine.moncollege.valdemarne.fr/;ce.0941033m@ac-creteil.fr;1;0;0;0;SANS OBJET;340;99
0940042K;Collège Adolphe Chérioux;Collège;Public;01 56 70 00 30;https://adolphe-cherioux.moncollege.valdemarne.fr/;ce.0940042k@ac-creteil.fr;0;0;0;0;SANS OBJET;340;99
0381599G;Lycée polyvalent de l'Édit;Lycée;Public;04 74 11 11 80;https://edit.ent.auvergnerhonealpes.fr;Ce.0381599G@ac-grenoble.fr;0;0;0;0;SANS OBJET;306;99
0382042N;Collège la Garenne;Collège;Public;04 76 05 12 26;https://garenne-isere.ent.auvergnerhonealpes.fr/;Ce.0382042N@ac-grenoble.fr;0;0;0;0;SANS OBJET;340;99
0691799F;Collège Louis Aragon;Collège;Public;04 72 50 07 57;https://clg-louisaragon.blogs.laclasse.com/;ce.0691799f@ac-lyon.fr;1;0;0;0;SANS OBJET;340;99
9730110G;Collège Eugénie Tell-Eboué (Saint-Laurent I);Collège;Public;05 94 34 74 30;https://clg-eugenie-tell-eboue.eta.ac-guyane.fr/;ce.9730110g@ac-guyane.fr;1;0;0;0;SANS OBJET;340;99
0750808W;Lycée professionnel Étienne Dolet;Lycée;Public;01 40 33 81 00;http://lyc-etienne-dolet.ac-paris.fr;ce.0750808w@ac-paris.fr;0;0;0;0;SANS OBJET;320;99
0110003U;Collège de l'Alaric;Collège;Public;04 68 79 04 09;http://collegealaric.free.fr;ce.0110003u@ac-montpellier.fr;0;0;0;0;SANS OBJET;340;99
0442417N;Collège Les Sables d'or;Collège;Public;02 51 85 95 10;http://sablesdor-thouare.e-lyco.fr/;ce.0442417n@ac-nantes.fr;0;0;0;0;SANS OBJET;340;99
0340034C;Collège Roger Contrepas;Collège;Public;04 67 83 42 80;https://roger-contrepas.mon-ent-occitanie.fr/;ce.0340034c@ac-montpellier.fr;0;0;0;0;SANS OBJET;340;99
0841086Z;Collège Rosa Parks;Collège;Public;04 32 50 00 10;http://www.clg-rosa-parks.ac-aix-marseille.fr/spip/;ce.0841086Z@ac-aix-marseille.fr;0;0;0;0;SANS OBJET;340;99
0931181D;Collège Georges Politzer;Collège;Public;01 86 78 38 00;https://politzer-bagnolet.webcollege.seinesaintdenis.fr/;ce.0931181D@ac-creteil.fr;1;0;0;0;SANS OBJET;340;99
0931709C;Collège Henri Wallon;Collège;Public;01 48 11 18 20;https://www.henriwallon.net/copie-de-presentation;ce.0931709C@ac-creteil.fr;0;0;0;0;SANS OBJET;340;99
0931382X;Collège Eugène Carrière;Collège;Public;01 43 05 07 51;;ce.0931382x@ac-creteil.fr;0;0;0;0;SANS OBJET;340;99
0930593P;Collège Saint-Exupéry;Collège;Public;01 48 94 52 62;;ce.0930593p@ac-creteil.fr;1;0;0;0;SANS OBJET;340;99
0593251N;Collège Docteur Ernest Schaffner;Collège;Public;03 27 71 39 70;https://college-docteur-ernest-schaffner-roost-warendin.59.ac-lille.fr;ce.0593251n@ac-lille.fr;1;0;0;0;SANS OBJET;340;99
0593474F;Collège professeur Albert Debeyre;Collège;Public;03 28 36 51 30;https://college-professeur-albert-debeyre-marquette-lez-lille.59.ac-lille.fr;ce.0593474f@ac-lille.fr;0;0;0;0;SANS OBJET;340;99
0594298B;Collège André Malraux;Collège;Public;03 27 87 51 54;;ce.0594298b@ac-lille.fr;0;0;0;0;SANS OBJET;340;99
0070011Z;Collège Charles de Gaulle;Collège;Public;04 75 44 64 86;http://www.ac-grenoble.fr/college/guilherand;Ce.0070011Z@ac-grenoble.fr;0;0;0;0;SANS OBJET;340;99
0730982W;Collège Edmond Rostand;Collège;Public;04 79 72 94 12;https://rostand.ent.auvergnerhonealpes.fr/;Ce.0730982W@ac-grenoble.fr;1;0;0;0;SANS OBJET;340;99
0741488R;Collège la Mandallaz;Collège;Public;04 50 68 82 83;https://lamandallaz-sillingy.ent.auvergnerhonealpes.fr/;Ce.0741488R@ac-grenoble.fr;0;0;0;0;SANS OBJET;340;99
0070037C;Collège Léonce Vieljeux;Collège;Public;04 75 37 24 36;https://leonce-vieljeux.ent.auvergnerhonealpes.fr;Ce.0070037C@ac-grenoble.fr;0;0;0;0;SANS OBJET;340;99
0070872K;Collège du Vivarais;Collège;Public;04 75 06 42 49;https://college-du-vivarais-lamastre.web.ac-grenoble.fr/;Ce.0070872K@ac-grenoble.fr;0;0;0;0;SANS OBJET;340;99
0060911H;Collège les Bréguières;Collège;Public;04 92 02 61 70;http://www.clg-les-breguieres.ac-nice.fr;ce.0060911h@ac-nice.fr;1;0;0;0;SANS OBJET;340;99
0061925K;Collège Niki de Saint Phalle;Collège;Public;04 92 91 51 30;http://college-niki-de-st-phalle.fr;ce.0061925k@ac-nice.fr;0;0;0;0;SANS OBJET;340;99
0830075F;Collège Alphonse Karr;Collège;Public;04 98 11 39 10;http://www.collegekarr.fr;ce.0830075f@ac-nice.fr;0;0;0;0;SANS OBJET;340;99
0061376N;Collège Yves Klein;Collège;Public;04 93 32 32 70;http://www.ac-nice.fr/college-klein;ce.0061376n@ac-nice.fr;0;0;0;0;SANS OBJET;340;99
0480002S;Collège Henri Gamala;Collège;Public;04 66 45 50 43;https://henri-gamala.mon-ent-occitanie.fr/;ce.0480002s@ac-montpellier.fr;0;0;0;0;SANS OBJET;340;99
0312729Y;Collège Germaine Tillion;Collège;Public;05 62 13 06 40;http://germaine-tillion.ecollege.haute-garonne.fr/;0312729y@ac-toulouse.fr;0;0;0;0;SANS OBJET;340;99
0341870Y;Collège Marie Curie;Collège;Public;04 67 47 61 35;https://marie-curie-pignan.mon-ent-occitanie.fr/;ce.0341870y@ac-montpellier.fr;0;0;0;0;SANS OBJET;340;99
0752317L;Collège Claude Debussy;Collège;Public;01 45 78 37 80;https://clg-claude-debussy.ac-paris.fr;ce.0752317L@ac-paris.fr;0;0;0;0;SANS OBJET;340;99
0850032Y;Lycée Savary de Mauléon;Lycée;Public;02 51 95 11 47;http://savary-mauleon.e-lyco.fr;ce.0850032y@ac-nantes.fr;0;0;0;0;SANS OBJET;300;99
0750657G;Lycée Montaigne;Lycée;Public;01 44 41 83 23;http://lycee-montaigne.ac-paris.fr;ce.0750657G@ac-paris.fr;0;0;0;0;SANS OBJET;302;99
0750387N;Collège Pierre Jean de Béranger;Collège;Public;01 42 78 46 28;https://pia.ac-paris.fr/serail/jcms/s1_2586584/fr/accueil;ce.0750387N@ac-paris.fr;0;0;0;0;SANS OBJET;340;99
0952173W;Lycée de Bezons;Lycée;Public;01 34 34 36 00;https://lyc-ronceray-bezons.ac-versailles.fr/;0952173w@ac-versailles.fr;0;0;0;0;SANS OBJET;306;99
0240121B;Collège La Boétie;Collège;Public;05 53 31 53 70;http://www.college-la-boetie.fr/;ce.0240121b@ac-bordeaux.fr;1;0;0;0;SANS OBJET;340;99
0332248P;Collège Paul Esquinance;Collège;Public;05 56 61 11 40;https://blogpeda.ac-bordeaux.fr/lareole/;ce.0332248p@ac-bordeaux.fr;0;0;0;0;SANS OBJET;340;99
0330066T;Collège Saint-André;Collège;Public;05 56 08 08 68;http://webetab.ac-bordeaux.fr/college-saint-andre/;ce.0330066t@ac-bordeaux.fr;0;0;0;0;SANS OBJET;340;99
0951909J;Collège Maurice Utrillo;Collège;Public;01 34 28 66 70;http://utrillomontmagny.free.fr/;ce.0951909J@ac-versailles.fr;0;0;0;0;SANS OBJET;340;99
0922662U;Collège Robert Paparemborde;Collège;Public;01 42 42 01 31;https://clg-paparemborde-colombes.ac-versailles.fr/;0922662U@ac-versailles.fr;0;0;0;0;SANS OBJET;340;99
0740015P;Collège François Mugnier;Collège;Public;04 50 36 10 19;https://francoismugnier-bonsenchablais.ent.auvergnerhonealpes.fr/;Ce.0740015P@ac-grenoble.fr;0;0;0;0;SANS OBJET;340;99
9740045F;Lycée polyvalent Antoine de Saint-Exupéry;Lycée;Public;02 62 38 09 16;https://etab.ac-reunion.fr/lyc-antoine-de-saint-exupery;ce.9740045f@ac-reunion.fr;0;0;0;0;SANS OBJET;306;99
9740576H;Collège les Tamarins;Collège;Public;02 62 25 03 61;https://etab.ac-reunion.fr/clg-tamarins;ce.9740576h@ac-reunion.fr;0;0;0;0;SANS OBJET;340;99
9740841W;Collège Plateau Goyaves;Collège;Public;02 62 26 17 65;https://etab.ac-reunion.fr/clg-plateau-goyaves;ce.9740841w@ac-reunion.fr;1;0;0;0;SANS OBJET;340;99
9730206L;Collège Just Hyasine;Collège;Public;05 94 38 84 58;http://clg-just-hyasine.eta.ac-guyane.fr;ce.9730206l@ac-guyane.fr;1;0;0;0;SANS OBJET;340;99
0040017X;Collège Maxime Javelly;Collège;Public;04 92 77 80 38;http://www.clg-javelly.ac-aix-marseille.fr;ce.0040017X@ac-aix-marseille.fr;0;0;0;0;SANS OBJET;340;99
0350052S;Collège Pierre Perrin;Collège;Public;02 99 98 20 04;http://www.collegepierreperrin-tremblay.ac-rennes.fr;Ce.0350052s@ac-rennes.fr;0;0;0;0;SANS OBJET;340;99
0300929X;Collège Mont Duplan;Collège;Public;04 66 36 64 64;https://mont-duplan.mon-ent-occitanie.fr/;ce.0300929x@ac-montpellier.fr;1;0;0;0;SANS OBJET;340;99
0460001B;Collège Georges Pompidou;Collège;Public;05 65 40 66 69;https://pompidou.mon-ent-occitanie.fr/;0460001b@ac-toulouse.fr;0;0;0;0;SANS OBJET;340;99
0371099U;Lycée professionnel Henri Becquerel;Lycée;Public;02 47 32 48 00;http://www.lp-becquerel.eu;ce.0371099u@ac-orleans-tours.fr;0;0;0;1;SANS OBJET;320;99
0370993D;Collège Val de l'Indre;Collège;Public;02 47 26 72 36;https://www.collegevaldelindre.fr;ce.0370993d@ac-orleans-tours.fr;0;0;0;0;SANS OBJET;340;99
0310038Y;Lycée polyvalent Bellevue;Lycée;Public;05 62 17 30 00;https://bellevue-toulouse.mon-ent-occitanie.fr;0310038y@ac-toulouse.fr;0;0;0;0;SANS OBJET;306;99
0120020G;Collège Lucie Aubrac;Collège;Public;05 65 65 51 14;https://college-public-rieupeyroux.mon-ent-occitanie.fr/;0120020g@ac-toulouse.fr;0;0;0;0;SANS OBJET;340;99
0460573Y;Collège d'Orlinde;Collège;Public;05 65 10 93 95;https://orlinde.mon-ent-occitanie.fr/;0460573y@ac-toulouse.fr;0;0;0;0;SANS OBJET;340;99
0460594W;Collège Le Puy d'Alon;Collège;Public;05 65 27 11 10;https://puy-d-alon.mon-ent-occitanie.fr/;0460594w@ac-toulouse.fr;0;0;0;0;SANS OBJET;340;99
0491025Y;Collège Colbert;Collège;Public;02 41 58 35 42;http://colbert.anjou.e-lyco.fr;ce.0491025y@ac-nantes.fr;0;0;0;0;SANS OBJET;340;99
0301778V;Lycée polyvalent Jacques Prévert;Lycée;Public;04 66 60 08 50;https://jacques-prevert.mon-ent-occitanie.fr/;ce.0301778v@ac-montpellier.fr;0;0;0;1;SANS OBJET;306;99
0301213F;Collège Paul Valéry;Collège;Public;04 66 82 64 58;https://paul-valery-roquemaure.mon-ent-occitanie.fr//;ce.0301213f@ac-montpellier.fr;0;0;0;0;SANS OBJET;340;99
0400039A;Collège Jean-Claude Sescousse;Collège;Public;05 58 77 01 62;http://webetab.ac-bordeaux.fr/college-saint-vincent-tyrosse/;ce.0400039a@ac-bordeaux.fr;0;0;0;0;SANS OBJET;340;99
0332341R;Collège Jacques Prévert;Collège;Public;05 57 68 46 10;http://collegejacquesprevertdebourgsurgironde.wordpress.com;ce.0332341r@ac-bordeaux.fr;0;0;0;0;SANS OBJET;340;99
0333134C;Collège de l'Estey;Collège;Public;05 56 21 09 50;https://blogpeda.ac-bordeaux.fr/collegeestey/;ce.0333134c@ac-bordeaux.fr;0;0;0;0;SANS OBJET;340;99
0470017N;Collège Lucien Sigala;Collège;Public;05 53 83 70 64;https://blogpeda.ac-bordeaux.fr/luciensigala/;ce.0470017n@ac-bordeaux.fr;0;0;0;0;SANS OBJET;340;99
0380025W;Collège le Chamandier;Collège;Public;04 76 89 30 92;https://chamandier-isere.ent.auvergnerhonealpes.fr/;Ce.0380025W@ac-grenoble.fr;0;0;0;0;SANS OBJET;340;99
0930121B;Lycée Jean Jaurès;Lycée;Public;01 42 87 49 84;http://www.lyceejaures.levillage.org;ce.0930121b@ac-creteil.fr;0;0;0;0;SANS OBJET;300;99
0941952L;Lycée polyvalent François Arago;Lycée;Public;01 45 10 87 00;https://lycee-arago.fr/;ce.0941952L@ac-creteil.fr;0;0;0;0;SANS OBJET;306;99
0071169H;Collège Roqua;Collège;Public;04 75 93 52 32;https://college-roqua-aubenas.web.ac-grenoble.fr;Ce.0071169H@ac-grenoble.fr;1;0;0;0;SANS OBJET;340;99
0071300A;Collège la Lombardière;Collège;Public;04 75 32 39 70;https://la-lombardiere.ent.auvergnerhonealpes.fr;Ce.0071300A@ac-grenoble.fr;0;0;0;0;SANS OBJET;340;99
0691728D;Collège André Lassagne;Collège;Public;04 78 23 43 52;http://www.collegelassagne.websco.fr;ce.0691728d@ac-lyon.fr;1;0;0;0;SANS OBJET;340;99
0690080M;Collège Bois Franc;Collège;Public;04 74 67 60 50;https://leboisfranc-stgeorgesdereneins.ent.auvergnerhonealpes.fr/;ce.0690080m@ac-lyon.fr;1;0;0;0;SANS OBJET;340;99
0780264N;Collège Les Grands Champs;Collège;Public;01 39 65 27 70;https://clg-grands-champs-poissy.ac-versailles.fr/;0780264N@ac-versailles.fr;1;0;0;0;SANS OBJET;340;99
0950886X;Collège Claude Monet;Collège;Public;01 39 82 23 90;https://clg-monet-argenteuil.ac-versailles.fr/;0950886X@ac-versailles.fr;1;0;0;0;SANS OBJET;340;99
0950908W;Collège François Mauriac;Collège;Public;01 34 68 12 80;https://clg-mauriac-louvres.ac-versailles.fr/;0950908W@ac-versailles.fr;0;0;0;0;SANS OBJET;340;99
0920700L;Collège Gounod;Collège;Public;01 46 02 31 40;https://clg-gounod-st-cloud.ac-versailles.fr/;0920700L@ac-versailles.fr;0;0;0;0;SANS OBJET;340;99
0911127F;Collège Mondétour;Collège;Public;01 69 07 27 77;https://clg-mondetour-lesulis.ac-versailles.fr/;0911127F@ac-versailles.fr;1;0;0;0;SANS OBJET;340;99
0131883B;Collège Jean Jaurès;Collège;Public;04 42 08 41 64;http://www.clg-jaures-laciotat.ac-aix-marseille.fr;ce.0131883B@ac-aix-marseille.fr;0;0;0;0;SANS OBJET;340;99
0130143K;Lycée polyvalent Paul Langevin;Lycée;Public;04 42 80 08 75;http://www.lyc-langevin.ac-aix-marseille.fr;ce.0130143K@ac-aix-marseille.fr;0;0;0;0;SANS OBJET;306;99
0132834K;Collège Charles Rieu;Collège;Public;04 90 47 02 22;http://www.clg-rieu.ac-aix-marseille.fr;ce.0132834K@ac-aix-marseille.fr;0;0;0;0;SANS OBJET;340;99
0750783U;LP Chennevière Malézieux;Lycée;Public;01 43 45 61 30;http://www.lpcm12.fr;ce.0750783U@ac-paris.fr;0;0;0;0;SANS OBJET;320;99
0750575T;Collège Sonia Delaunay;Collège;Public;01 42 08 38 33;http://clg-sonia-delaunay.ac-paris.fr;ce.0750575t@ac-paris.fr;0;0;0;0;SANS OBJET;340;99
0752387M;Collège André Malraux;Collège;Public;01 45 74 49 15;http://clg-andre-malraux.ac-paris.fr;ce.0752387M@ac-paris.fr;0;0;0;0;SANS OBJET;340;99
0752542F;Collège Jean-François Oeben;Collège;Public;01 43 56 25 77;https://clg-Jean-francois-oeben.ac-paris.fr;ce.0752542F@ac-paris.fr;0;0;0;0;SANS OBJET;340;99
0451072W;Collège Pierre de Coubertin;Collège;Public;02 38 86 61 44;https://college-coubertin.fr;ce.0451072w@ac-orleans-tours.fr;1;0;0;0;SANS OBJET;340;99
0210056X;Lycée professionnel Eugène Guillaume;Lycée;Public;03 80 92 01 00;http://www.lyceedemontbard.fr;0210056x@ac-dijon.fr;0;0;0;1;SANS OBJET;320;99
0580020G;Lycée professionnel Pierre Bérégovoy, sites Fourchambault et Nevers;Lycée;Public;03 86 93 93 00;https://lyc-pberegovoy-fourchambault.eclat-bfc.fr/;0580020g@ac-dijon.fr;0;0;0;0;SANS OBJET;320;99
0580055V;Lycée d'enseignement général et technologique agricole de Nevers-Challuy;Lycée;Public;03 86 21 66 00;https://epleanevers.educagri.fr/lycee-agricole-site-de-nevers;legta.nevers@educagri.fr;0;1;0;0;SANS OBJET;300;99
0711073F;Lycée professionnel agricole de Tournus;Lycée;Public;03 85 32 26 00;https://epl-tournus.educagri.fr/;lpa.tournus@educagri.fr;0;1;0;0;SANS OBJET;320;99
0710080B;Lycée professionnel Alexandre Dumaine;Lycée;Public;03 85 20 51 71;https://lyc-adumaine-macon.eclat-bfc.fr/;0710080b@ac-dijon.fr;0;0;0;1;SANS OBJET;320;99
0711422K;Lycée polyvalent Hilaire de Chardonnet;Lycée;Public;03 85 97 22 44;http://lyc-hilairedechardonnet-chalon-sur-saone.eclat-bfc.fr;0711422k@ac-dijon.fr;0;0;0;0;SANS OBJET;306;99
0890032B;Lycée polyvalent Chevalier d'Éon;Lycée;Public;03 86 55 08 01;https://lyc-chevalierdeon-tonnerre.eclat-bfc.fr/;0890032b@ac-dijon.fr;0;0;0;0;SANS OBJET;306;99
0891200W;Lycée général et technologique Catherine et Raymond Janot;Lycée;Public;03 86 95 72 00;http://lyc-janot-curie-sens.eclat-bfc.fr/;0891200w@ac-dijon.fr;0;0;0;1;SANS OBJET;300;99
0710042K;Lycée polyvalent Henri Vincenot;Lycée;Public;03 85 76 43 00;https://cs-hvincenot-louhans.eclat-bfc.fr/;0710042k@ac-dijon.fr;0;0;0;0;SANS OBJET;306;99
0710045N;Lycée général et technologique Lamartine;Lycée;Public;03 85 20 46 00;https://lyc-lamartine-macon.eclat-bfc.fr/;0710045n@ac-dijon.fr;0;0;0;0;SANS OBJET;300;99
0710012C;Lycée polyvalent Niépce Balleure;Lycée;Public;03 85 97 96 00;http://www.cite-niepce-balleure.fr;0710012c@ac-dijon.fr;0;0;0;0;SANS OBJET;306;99
0580032V;Lycée général et technologique Raoul Follereau;Lycée;Public;03 86 60 36 00;https://lyc-follereau-renard-nevers.eclat-bfc.fr/;0580032v@ac-dijon.fr;0;0;0;0;SANS OBJET;300;99
0212015B;Lycée polyvalent Simone Weil;Lycée;Public;03 80 63 04 80;https://lyc-sweil-dijon.eclat-bfc.fr/;0212015b@ac-dijon.fr;0;0;0;0;SANS OBJET;306;99
0711067Z;Lycée d'enseignement général et technologique agricole de Mâcon-Davayé;Lycée;Public;03 85 33 56 00;https://www.abcdavaye.com;legta.davaye@educagri.fr;0;1;0;0;SANS OBJET;300;99
0211358M;Collège Les Hautes Pailles;Collège;Public;03 80 27 02 00;https://clg-leshautespailles-echenon.eclat-bfc.fr;0211358m@ac-dijon.fr;0;0;0;0;SANS OBJET;340;99
0211096C;Collège Édouard Herriot;Collège;Public;03 80 52 20 55;http://clg-edherriot-chenove.eclat-bfc.fr;0211096c@ac-dijon.fr;0;0;0;0;SANS OBJET;340;99
0711136Z;Collège Roger Semet;Collège;Public;03 85 53 61 00;http://www.cite-scolairedigoin.com;0711136z@ac-dijon.fr;0;0;0;0;SANS OBJET;340;99
0580017D;Collège Maurice Genevoix;Collège;Public;03 86 77 07 30;https://cs-mgenevoix-decize.eclat-bfc.fr/;0580017d@ac-dijon.fr;1;0;0;0;SANS OBJET;340;99
0710070R;Collège David Niépce;Collège;Public;03 85 44 84 27;https://col71-niepce-sennecey.sd.ac-dijon.fr/;0710070r@ac-dijon.fr;0;0;0;0;SANS OBJET;340;99
0711296Y;Collège Nicolas Copernic;Collège;Public;03 85 57 28 11;https://0711296y.index-education.net/pronote/eleve.html;0711296y@ac-dijon.fr;0;0;0;0;SANS OBJET;340;99
0081098A;Collège Andrée Viénot;Collège;Public;03 24 54 10 78;https://clg-vienot.monbureaunumerique.fr/;ce.0081098A@ac-reims.fr;0;0;0;0;SANS OBJET;340;99
0100015M;Lycée Fréderic et Irène Joliot-Curie;Lycée;Public;03 25 24 99 34;http://lyc-joliot-curie-romilly.monbureaunumerique.fr/;ce.0100015M@ac-reims.fr;0;0;0;0;SANS OBJET;300;99
0520706K;Collège Montmorency;Collège;Public;03 25 90 01 83;;ce.0520706k@ac-reims.fr;0;0;0;0;SANS OBJET;340;99
0520708M;Collège Paul Claudel;Collège;Public;03 25 55 33 29;https://clg-paul-claudel.monbureaunumerique.fr/;ce.0520708m@ac-reims.fr;0;0;0;0;SANS OBJET;340;99
0900017E;Collège de Châteaudun;Collège;Public;03 84 21 62 88;https://clg-chateaudun-belfort.eclat-bfc.fr/;ce.0900017e@ac-besancon.fr;0;0;0;0;SANS OBJET;340;99
0390997X;Collège Jules Grévy;Collège;Public;03 84 71 76 22;https://clg-jgrevy-msvaudrey.eclat-bfc.fr;ce.0390997x@ac-besancon.fr;0;0;0;0;SANS OBJET;340;99
0251671F;Lycée polyvalent Edgar Faure;Lycée;Public;03 81 67 68 80;https://lyc-efaure-morteau.eclat-bfc.fr;ce.0251671f@ac-besancon.fr;0;0;0;1;SANS OBJET;306;99
9720565G;Collège Alexandre Stellio;Collège;Public;05 96 68 64 88;http://cms.ac-martinique.fr/etablissement/clg_stellio/;ce.9720565g@ac-martinique.fr;1;0;0;0;SANS OBJET;340;99
9710036M;Collège Rémy Nainsouta;Collège;Public;05 90 80 70 13;http://college-remy-nainsouta.com/;ce.9710036m@ac-guadeloupe.fr;1;0;0;0;SANS OBJET;340;99
9830007R;Collège de Koumac;Collège;Public;00 687 47 62 81;https://collegedekoumac.wordpress.com/;ce.9830007r@ac-noumea.nc;1;0;0;0;SANS OBJET;340;99
9830522A;Collège Pai-Kaleone (Hienghène);Collège;Public;00 687 42 83 70;http://webkaleone.ac-noumea.nc/;ce.9830522a@ac-noumea.nc;0;0;0;0;SANS OBJET;340;99
9840252B;Collège de Mahina;Collège;Public;689 40 50 87 60;https://collegedemahina.pf/;clg.mahina@education.pf;0;0;0;0;SANS OBJET;340;99
0190821P;Collège de la Triouzoune;Collège;Public;05 44 41 92 50;http://www.clg-triouzoune-neuvic.ac-limoges.fr;ce.0190821p@ac-limoges.fr;0;0;0;0;SANS OBJET;340;99
9830626N;Collège Jean Fayard - Katiramona;Collège;Public;00 687 43 78 80;https://webkatiramona.ac-noumea.nc/;ce.9830626n@ac-noumea.nc;0;0;0;0;SANS OBJET;340;99
0211136W;Collège Gaston Roupnel;Collège;Public;03 80 74 38 22;http://clg-groupnel-dijon.eclat-bfc.fr;0211136w@ac-dijon.fr;1;0;0;0;SANS OBJET;340;99
0211524T;Collège François de la Grange;Collège;Public;03 80 84 42 06;http://clg-fdelagrange-liernais-fpompon-saulieu.eclat-bfc.fr;0211524t@ac-dijon.fr;0;0;0;0;SANS OBJET;340;99
0210025N;Collège Henri Dunant;Collège;Public;03 80 52 55 12;http://clg-hdunant-dijon.eclat-bfc.fr;0210025n@ac-dijon.fr;0;0;0;0;SANS OBJET;340;99
0890980G;Collège Abel Minard;Collège;Public;03 86 55 10 67;http://clg-aminard-tonnerre.eclat-bfc.fr;0890980g@ac-dijon.fr;1;0;0;0;SANS OBJET;340;99
0150014J;Collège Pierre Galéry;Collège;Public;04 71 23 03 54;https://pierre-galery-massiac.ent.auvergnerhonealpes.fr/;ce.0150014J@ac-clermont.fr;0;0;0;0;SANS OBJET;340;99
0080011U;Collège Jean Macé;Collège;Public;03 24 33 31 69;https://clg-mace.monbureaunumerique.fr/;ce.0080011U@ac-reims.fr;0;0;0;0;SANS OBJET;340;99
0510059M;Collège Eustache Deschamps;Collège;Public;03 26 52 21 64;http://sepia.ac-reims.fr/clg-vertus/-spip-/;ce.0510059m@ac-reims.fr;0;0;0;0;SANS OBJET;340;99
0511531M;Collège Pierre Brossolette;Collège;Public;03 26 09 13 34;http://www.collegebrossolette.com/;ce.0511531m@ac-reims.fr;0;0;0;0;SANS OBJET;340;99
0511901P;Lycée Colbert;Lycée;Public;03 26 09 15 80;http://lyc-colbert-reims.monbureaunumerique.fr;ce.0511901P@ac-reims.fr;0;0;0;0;SANS OBJET;300;99
0250055Z;Collège Henri Fertet;Collège;Public;03 81 86 82 03;https://clg-hfertet-sancey.eclat-bfc.fr;ce.0250055z@ac-besancon.fr;0;0;0;0;SANS OBJET;340;99
0250049T;Collège Félix Gaffiot;Collège;Public;03 81 63 60 55;https://clg-fgaffiot-quingey.eclat-bfc.fr;ce.0250049t@ac-besancon.fr;0;0;0;0;SANS OBJET;340;99
0700010F;Collège Romé de l'Isle;Collège;Public;03 84 65 27 01;https://clg-rome-de-lisle-gray.eclat-bfc.fr;ce.0700010f@ac-besancon.fr;0;0;0;0;SANS OBJET;340;99
0390784R;Collège Gilbert Cousin;Collège;Public;03 84 51 13 47;https://clg-gcousin-nozeroy.eclat-bfc.fr;ce.0390784r@ac-besancon.fr;0;0;0;0;SANS OBJET;340;99
0251130T;Collège Jean Jacques Rousseau;Collège;Public;03 81 98 26 06;https://clg-jjrousseau-voujeaucourt.eclat-bfc.fr;ce.0251130t@ac-besancon.fr;1;0;0;0;SANS OBJET;340;99
9720726G;Lycée polyvalent Joseph Pernock;Lycée;Public;05 96 53 42 23;http://lycee-joseph-pernock.com/;ce.9720726G@ac-martinique.fr;0;0;0;0;SANS OBJET;306;99
9840410Y;Collège Tinomana Ebb;Collège;Public;40 50 00 15;;direction@clgteva.education.pf;0;0;0;0;SANS OBJET;340;99
0711252A;Collège Jorge Semprun;Collège;Public;03 85 85 22 15;https://0711252a.index-education.net/pronote/;0711252a@ac-dijon.fr;1;0;0;0;SANS OBJET;340;99
0580023K;Collège Jean Jaurès;Collège;Public;03 86 90 17 50;http://clg-jjaures-guerigny.eclat-bfc.fr;0580023k@ac-dijon.fr;0;0;0;0;SANS OBJET;340;99
0520050X;Collège Luis Ortiz;Collège;Public;03 25 04 32 60;https://clg-ortiz.monbureaunumerique.fr/;ce.0520050x@ac-reims.fr;0;0;0;0;SANS OBJET;340;99
0511565Z;Lycée polyvalent François Arago;Lycée;Public;03 26 06 40 25;http://lyceearago.net/;ce.0511565Z@ac-reims.fr;0;0;0;1;SANS OBJET;306;99
0100008E;Collège Amadis Jamyn;Collège;Public;03 25 40 11 13;https://clg-jamyn.monbureaunumerique.fr/;ce.0100008e@ac-reims.fr;0;0;0;0;SANS OBJET;340;99
9720003W;Lycée général et technologique de Bellevue;Lycée;Public;05 96 61 50 14;https://site.ac-martinique.fr/lyc-bellevue;ce.9720003W@ac-martinique.fr;0;0;0;0;SANS OBJET;300;99
0890005X;Lycée polyvalent Fourier Saint-Germain;Lycée;Public;03 86 72 53 10;https://lyc-jjfourier-stgermain-auxerre.eclat-bfc.fr/;0890005x@ac-dijon.fr;0;0;0;0;SANS OBJET;306;99
